latitude,longitude,NDVI
40.728750038460014,-73.97208302245001,2.7834516184871037
40.82041670476001,-74.15541635505001,6.10125610554598
40.754005,-73.9559633,0.0
40.82041670476001,-73.69708302355001,7.60143296881938
40.85375003796001,-73.84708302295,4.512685236056024
40.85375003796001,-73.91374968935,3.8606857916188018
40.83795305463652,-73.65228961213799,5.544183832438982
40.87041670456001,-74.16374968835001,4.930722279504181
40.80375003816001,-74.13041635515,4.606422770958298
40.84541670466001,-73.71374969015001,5.687207893370262
40.7211445,-73.83158689999999,4.764094497670674
40.75375003836001,-74.13874968845,4.619856853639996
40.77041670496001,-73.79708302315001,4.662341669739823
40.78556337300338,-74.10552593752375,3.8841808972612535
40.73708337176001,-73.64708302375,6.341677265919577
40.77875003826001,-73.73874969005,6.616981884685146
40.71208337186001,-73.96374968915,2.530148289192776
40.87041670456001,-74.01374968895,6.461756139413416
40.72041670516001,-73.92208302265,2.360259198771741
40.72041670516001,-74.01374968895,1.8288038774450408
40.74426060768667,-74.07175403925966,2.8648087242513416
40.82875003806001,-73.85541635625,3.4397648847378286
40.69541670526001,-74.08874968865001,4.7594283176915955
40.83708337136001,-74.12208302185,5.253177894348654
40.85375003796001,-73.70541635685001,8.02372225692589
40.67875003866001,-73.80541635645001,3.971935185254871
40.67041670536001,-73.78041635655,4.230117933935922
40.73586283379167,-74.08847906261272,3.137592100608861
40.83708337136001,-73.84708302295,3.3233737986468084
40.72041670516001,-73.90541635605001,2.9379247540847886
40.73765884879935,-73.82995204864355,6.000556931158794
40.67875003866001,-73.76374968995,4.759578839626405
40.87041670456001,-74.03041635555,4.814970911636099
40.728750038460014,-73.79708302315001,4.510276885099081
40.71208337186001,-73.82208302305,3.8574256233489628
40.83708337136001,-74.09708302195,4.567813894679802
40.67875003866001,-73.73041635675,5.196167711539764
40.75375003836001,-73.81374968975001,3.986272399545423
40.77041670496001,-73.70541635685001,7.483800076766186
40.87041670456001,-74.14708302175,5.802921630754642
40.87875003786001,-73.91374968935,4.717056393042876
40.84541670466001,-73.86374968955,3.4013065303941414
40.728750038460014,-73.71374969015001,4.222591837195475
40.67041670536001,-73.84708302295,4.794876233339103
40.76208337166001,-74.17208302165001,3.634088702576183
40.70375003856001,-73.89708302275001,3.0094226731190403
40.81208337146001,-74.16374968835001,5.129034928614972
40.74541670506001,-73.64708302375,4.426962994182327
40.75375003836001,-73.82208302305,3.283636007857245
40.75375003836001,-73.77208302325,4.642660926763552
40.75375003836001,-73.99708302235001,0.0
40.7867046,-73.9980185,2.3610870694131902
40.81208337146001,-73.68874969025,7.605271278157009
40.67862104128767,-74.07533231000505,2.595205123766661
40.74541670506001,-73.91374968935,4.181499348992633
40.728750038460014,-73.98041635575001,3.0080491604639086
40.86208337126001,-73.97208302245001,4.674421055008241
40.81208337146001,-74.13041635515,4.8320927817206165
40.77041670496001,-74.16374968835001,4.230193194903327
40.87041670456001,-73.93041635595,5.831413696222421
40.82790006728516,-73.6745287968865,7.05447388820736
40.6970359,-74.0061067,0.0
40.71140258800547,-74.17197907354495,4.163662499717772
40.71208337186001,-73.94708302255,3.062339685587046
40.81276821571281,-73.7946491232547,2.1412497836247186
40.76208337166001,-73.89708302275001,4.601718960495519
40.77875003826001,-73.97208302245001,5.880962122523487
40.78708337156001,-74.02208302225,3.315019831264911
40.87875003786001,-73.78874968985001,7.165099147962225
40.67875003866001,-73.68874969025,5.307742095716899
40.84541670466001,-74.00541635565,3.7704615755130915
40.77875003826001,-74.02208302225,3.0758404768534895
40.83674121491089,-73.67373277288834,7.450007902401579
40.82041670476001,-73.84708302295,4.037111183027147
40.83747831332936,-74.15510068745428,3.932950004139353
40.83708337136001,-73.87208302285,4.29819147895327
40.67875003866001,-73.98874968905001,3.1001873998088367
40.83708337136001,-74.11374968855,5.046436016888562
40.70375003856001,-73.69708302355001,4.994242535993557
40.78708337156001,-73.81374968975001,4.165242980033266
40.77875003826001,-73.64708302375,6.295805706286548
40.75375003836001,-73.90541635605001,3.1346192923963843
40.87041670456001,-73.91374968935,4.044599649283891
40.84541670466001,-74.11374968855,4.733952480225181
40.83708337136001,-73.99708302235001,5.6428791835690255
40.82041670476001,-74.00541635565,4.784113915000264
40.79541670486001,-74.12208302185,5.017686327340051
40.79541670486001,-73.67208302365,5.9172806707257415
40.85298878072485,-74.0045735125988,4.227897735397491
40.87041670456001,-73.98874968905001,5.847024557653664
40.87875003786001,-74.04708302215,3.87101022796547
40.67041670536001,-73.87208302285,4.191697210075938
40.83591374114407,-73.81651745441809,3.7933409096040522
40.728750038460014,-73.88874968945001,3.2724597541976803
40.67041670536001,-74.10541635525,3.615950809431705
40.85375003796001,-74.10541635525,4.288332292223283
40.78708337156001,-74.15541635505001,4.299960111687275
40.81648772647647,-73.76095231564885,6.41020680385708
40.86208337126001,-74.03874968885,5.148113583852006
40.81208337146001,-73.65541635705,5.0927215118423135
40.745168238166,-74.06251916698749,3.973402774119259
40.71251682176334,-73.92166498193329,2.3318105530928492
40.77041670496001,-74.06374968875001,4.052163376508043
40.76208337166001,-73.67208302365,6.301939475130013
40.84541670466001,-73.93041635595,4.12749243716874
40.80375003816001,-74.09708302195,4.783850501614348
40.74541670506001,-74.02208302225,4.027696036004847
40.74582059999999,-74.01176319999999,0.0
40.67114016336246,-74.00539070916956,0.0
40.728750038460014,-73.90541635605001,3.7305356323050183
40.82875003806001,-73.92208302265,3.341109729806285
40.77041670496001,-73.93041635595,3.1232001510692875
40.83670406055893,-74.1464240713181,6.254826109534813
40.72041670516001,-74.00541635565,0.0
40.80375003816001,-74.15541635505001,5.596217383778251
40.74541670506001,-74.05541635545,3.7176660068788525
40.72041670516001,-73.74708302335,3.779605783052735
40.71208337186001,-73.80541635645001,4.009640929924513
40.68708337196001,-73.87208302285,3.972838316863725
40.73708337176001,-73.94708302255,2.240739137960879
40.72041670516001,-74.17208302165001,2.5094640666511125
40.8622992,-73.8154869,5.268342979280655
40.84541670466001,-73.88874968945001,3.5485546131209973
40.83756910289615,-73.72197321837348,4.249610524493682
40.82031551220213,-73.64374421799343,7.2854737438431405
40.76274038615966,-73.70602766835844,6.815633208149258
40.87837010377145,-73.79629191437199,7.075735111499123
40.76208337166001,-74.15541635505001,3.8333797442632327
40.68708337196001,-73.94708302255,4.106238381588156
40.70375003856001,-73.93874968925,3.738061729045465
40.71208337186001,-74.09708302195,3.836016386821303
40.86208337126001,-74.15541635505001,4.493757102753799
40.74541670506001,-73.97208302245001,0.0
40.68708337196001,-73.72208302345001,4.990855792460357
40.728750038460014,-74.14708302175,2.825898804103228
40.728750038460014,-74.01374968895,1.1349604754486182
40.8452383,-73.9462217,2.453695689804397
40.85103147071,-73.7849252135141,4.616150250995326
40.74541670506001,-73.68874969025,5.462742058086414
40.728750038460014,-73.82208302305,3.9746445800814323
40.70375003856001,-73.90541635605001,2.8665397265016446
40.82041670476001,-73.74708302335,7.328762483912969
40.72781043659089,-73.91392393982119,4.403744985738046
40.78708337156001,-73.73041635675,4.321447117881253
40.77575420625387,-73.68165344590284,7.715227551534948
40.77041670496001,-74.02208302225,3.101278683836202
40.77041670496001,-74.13874968845,4.0706399440058405
40.87875003786001,-73.88874968945001,4.119935877655771
40.78708337156001,-73.93041635595,5.040462177600831
40.68708337196001,-73.78874968985001,3.776632974840259
40.68708337196001,-73.83041635635,3.0520956416373775
40.76398190046839,-74.0614858314274,4.16565691535399
40.68691143202138,-73.88955579206397,6.5015691911703835
40.82875003806001,-73.69708302355001,6.054180370434482
40.82875003806001,-74.13041635515,3.7570651233150953
40.8548405598984,-74.06556060795916,3.6276162593793977
40.67041670536001,-73.69708302355001,5.286857177262156
40.75375003836001,-73.78874968985001,4.261539387827291
40.78708337156001,-74.04708302215,4.028042236454907
40.7131258,-73.72340539999999,4.032407372564367
40.71915674604106,-74.0208831676271,0.0
40.82875003806001,-73.91374968935,3.0860007074530933
40.70375003856001,-73.88874968945001,3.1783082839746823
40.70375003856001,-73.73041635675,4.809288708597061
40.84541670466001,-74.09708302195,4.193503473293646
40.80375003816001,-73.74708302335,7.3768824649472045
40.74541670506001,-73.83041635635,3.664908068728316
40.78708337156001,-73.80541635645001,4.996161690662372
40.70375003856001,-73.98041635575001,2.8013025791933526
40.75375003836001,-73.93041635595,2.472283356825507
40.87041670456001,-74.04708302215,3.7358791609907356
40.6881057,-73.8945734,7.098200510269358
40.75288233741272,-74.01155226795636,0.0
40.7139685,-73.7174873,5.000827870641449
40.79541670486001,-73.73874969005,7.13169164076435
40.73733026595318,-73.76272618604588,6.356842350851578
40.77875003826001,-73.89708302275001,2.803207622430779
40.67875003866001,-73.87208302285,3.318067900444792
40.7613236707634,-73.84627205814355,2.1337791423339376
40.67875003866001,-73.71374969015001,5.219837285788471
40.69541670526001,-73.93874968925,3.691249407319882
40.74541670506001,-73.76374968995,4.757358641087973
40.87875003786001,-73.90541635605001,3.3938180641373967
40.87041670456001,-74.10541635525,3.7171015496233184
40.71208337186001,-73.76374968995,4.115232067192991
40.7721239,-74.0867097,2.976646521814392
40.77875003826001,-74.01374968895,3.5536967080410147
40.74541670506001,-73.69708302355001,5.372127853331427
40.74541670506001,-73.67208302365,5.087641396542511
40.74541670506001,-73.63874969045,3.674691994490897
40.7218724,-74.1059598,2.881325370722982
40.70375003856001,-74.09708302195,3.534443181732658
40.72041670516001,-74.03874968885,2.9877607958537404
40.8292459593082,-74.07144991628573,4.232563915376568
40.728750038460014,-73.64708302375,7.09417404851322
40.84541670466001,-73.92208302265,3.572562861723024
40.76362251033338,-74.01261522413506,1.9401073221395189
40.86208337126001,-74.17208302165001,5.874908746077022
40.74541670506001,-73.65541635705,5.645249904042267
40.84510924092253,-73.69639636954838,6.279963272647906
40.72041670516001,-73.66374969035,7.324547869738317
40.79541670486001,-73.70541635685001,6.39033348134657
40.75375003836001,-73.76374968995,5.12395481331517
40.82783121400725,-74.02899402315253,4.86915880816732
40.728750038460014,-73.83041635635,5.592379074440624
40.74541670506001,-73.85541635625,3.3643533953985445
40.70375003856001,-73.94708302255,3.1134333300720245
40.72041670516001,-73.87208302285,4.249610524493682
40.74541670506001,-73.87208302285,3.200924204679727
40.69541670526001,-73.72208302345001,6.04910025513468
40.79724634908474,-74.10385682588112,4.18281641592221
40.67041670536001,-73.85541635625,4.165845067772501
40.73708337176001,-73.63874969045,4.249949198847002
40.77875003826001,-73.72208302345001,6.625373482550745
40.72041670516001,-73.98041635575001,4.146183140038082
40.79541670486001,-73.99708302235001,4.037976684152298
40.72041670516001,-74.15541635505001,2.9441337838956585
40.728750038460014,-73.70541635685001,3.7873576626953964
40.81208337146001,-73.70541635685001,7.296128932336034
40.82875003806001,-73.82208302305,4.223908904125054
40.72041670516001,-73.78041635655,5.620338523831386
40.83708337136001,-73.92208302265,3.0167229869572743
40.8512752,-73.65050099999999,5.3746383441727055
40.78708337156001,-73.82208302305,5.079738994965041
40.80375003816001,-74.12208302185,4.396143628030194
40.71208337186001,-73.78874968985001,4.2096093203182035
40.87041670456001,-74.08874968865001,5.280685777934989
40.76208337166001,-74.03874968885,2.9443219363141693
40.83708337136001,-73.82208302305,4.194632387804712
40.82875003806001,-73.93874968925,4.076567999538399
40.77875003826001,-73.84708302295,3.068720789337026
40.87875003786001,-73.98041635575001,5.428084382596654
40.86208337126001,-74.10541635525,4.070113117234008
40.72041670516001,-73.83874968965,3.462230283508064
40.77041670496001,-73.80541635645001,5.3030006547704165
40.80264379605763,-73.78676380158666,1.6327678725982344
40.75361248481142,-74.16290063298133,3.2538702952487752
40.71208337186001,-73.77208302325,3.8568987965771315
40.81991365026298,-73.67436066480602,7.670296753994474
40.82961646721126,-73.75439956929156,6.193237551208817
40.79541670486001,-73.66374969035,6.703644888651398
40.73728953887061,-73.93814610505171,2.716024959403876
40.82091185903145,-73.63802265688415,7.684107141513197
40.72133190159332,-73.72246429627654,5.185518284652031
40.80375003816001,-73.69708302355001,7.509012500846685
40.67041670536001,-73.73874969005,4.501057416592033
40.82875003806001,-73.94708302255,3.198892158559806
40.74541670506001,-73.95541635585,0.0
40.82041670476001,-73.86374968955,4.034213635782074
40.84541670466001,-73.98874968905001,4.501697134814972
40.77041670496001,-73.90541635605001,3.024437236116233
40.78808163942436,-73.68803683984856,7.077014547944999
40.8568965325362,-73.7952856144171,7.383301598292079
40.82132108081284,-73.82861718296851,6.861467137298583
40.86249992203489,-73.92235228223085,2.8733400924849777
40.70375003856001,-73.80541635645001,3.7610539545875326
40.87041670456001,-73.88874968945001,3.328754957816228
40.67875003866001,-73.93041635595,4.020666661649269
40.72041670516001,-73.70541635685001,5.95291673879176
