latitude,longitude,CO_2019
40.728750038460014,-73.97208302245001,3.9780899153203872
40.82041670476001,-74.15541635505001,5.022544297740547
40.754005,-73.9559633,4.678520552385906
40.82041670476001,-73.69708302355001,4.913709402714034
40.85375003796001,-73.84708302295,4.6701341829090435
40.85375003796001,-73.91374968935,4.78516972734642
40.83795305463652,-73.65228961213799,4.892169277845299
40.87041670456001,-74.16374968835001,5.101693269348351
40.80375003816001,-74.13041635515,4.820780918619027
40.84541670466001,-73.71374969015001,5.019127002182625
40.7211445,-73.83158689999999,4.298257113972655
40.75375003836001,-74.13874968845,4.748071607469579
40.77041670496001,-73.79708302315001,4.511054328692967
40.78556337300338,-74.10552593752375,4.451220905173325
40.73708337176001,-73.64708302375,4.178006409535778
40.77875003826001,-73.73874969005,4.796885074792182
40.71208337186001,-73.96374968915,3.9732266272284464
40.87041670456001,-74.01374968895,5.682906161611557
40.72041670516001,-73.92208302265,3.8997430460894527
40.72041670516001,-74.01374968895,4.251666317664769
40.74426060768667,-74.07175403925966,4.197232623731698
40.82875003806001,-73.85541635625,4.527314839768936
40.69541670526001,-74.08874968865001,3.512935095694885
40.83708337136001,-74.12208302185,4.613894032785089
40.85375003796001,-73.70541635685001,5.019127002179303
40.67875003866001,-73.80541635645001,3.810450742337328
40.67041670536001,-73.78041635655,3.887541695331778
40.73586283379167,-74.08847906261272,4.197232623733421
40.83708337136001,-73.84708302295,4.669756644028626
40.72041670516001,-73.90541635605001,3.8913611652233544
40.73765884879935,-73.82995204864355,4.407163589864839
40.67875003866001,-73.76374968995,3.8594693184889515
40.87041670456001,-74.03041635555,5.635964652168984
40.728750038460014,-73.79708302315001,4.540412753796247
40.71208337186001,-73.82208302305,4.103927364421206
40.83708337136001,-74.09708302195,4.613894032781443
40.67875003866001,-73.73041635675,3.795337663608236
40.75375003836001,-73.81374968975001,4.554299948325854
40.77041670496001,-73.70541635685001,4.70389924747788
40.87041670456001,-74.14708302175,5.161887895078411
40.87875003786001,-73.91374968935,4.822043626923763
40.84541670466001,-73.86374968955,4.526600520160121
40.728750038460014,-73.71374969015001,4.556340827784018
40.67041670536001,-73.84708302295,3.6305012982823732
40.76208337166001,-74.17208302165001,4.745041164405114
40.70375003856001,-73.89708302275001,3.907187618192775
40.81208337146001,-74.16374968835001,5.022544332062051
40.74541670506001,-73.64708302375,4.262712103215243
40.75375003836001,-73.82208302305,4.456455265030948
40.75375003836001,-73.77208302325,4.5593845643071855
40.75375003836001,-73.99708302235001,4.74985585587492
40.7867046,-73.9980185,5.596101030907153
40.81208337146001,-73.68874969025,4.860575259631842
40.67862104128767,-74.07533231000505,3.454124845793612
40.74541670506001,-73.91374968935,4.00284802509912
40.728750038460014,-73.98041635575001,3.9921351591423813
40.86208337126001,-73.97208302245001,4.909501394404036
40.81208337146001,-74.13041635515,4.6706736006325436
40.77041670496001,-74.16374968835001,4.839735490992211
40.87041670456001,-73.93041635595,4.824680546807237
40.82790006728516,-73.6745287968865,4.886825351784388
40.6970359,-74.0061067,3.7183580916000505
40.71140258800547,-74.17197907354495,4.935385884303589
40.71208337186001,-73.94708302255,3.961623441578222
40.81276821571281,-73.7946491232547,4.342495658393238
40.76208337166001,-73.89708302275001,4.204774161110384
40.77875003826001,-73.97208302245001,4.997129239333898
40.78708337156001,-74.02208302225,5.367303025955926
40.87875003786001,-73.78874968985001,5.1778820106261945
40.67875003866001,-73.68874969025,4.348999257561071
40.84541670466001,-74.00541635565,5.619074153688151
40.77875003826001,-74.02208302225,5.11520821883265
40.83674121491089,-73.67373277288834,4.932201126662031
40.82041670476001,-73.84708302295,4.6419274538003865
40.83747831332936,-74.15510068745428,4.991403949200413
40.83708337136001,-73.87208302285,4.555893220685712
40.67875003866001,-73.98874968905001,4.326776558398787
40.83708337136001,-74.11374968855,4.613894032777581
40.70375003856001,-73.69708302355001,4.559012377046101
